holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
None,291.03,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,295.22,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,289.85,0.0,0.0,0,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,300.55,0.0,0.0,40,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
None,279.85,0.7,0.0,90,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,272.96,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,285.73,0.0,0.0,1,very low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,271.82,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,272.96,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,302.96,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,273.45,0.0,0.0,1,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,293.0,0.0,0.0,1,low,19,0,0,0,0,0,0,0,1,0,0,0,0
None,291.01,0.76,0.0,90,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,260.0,0.0,0.0,5,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,281.22,0.0,0.0,90,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,291.1,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,293.82,0.0,0.0,5,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,260.69,0.0,0.0,64,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,294.74,4.8,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,284.9,0.0,0.0,75,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,280.24,0.0,0.0,0,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,255.29,0.0,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,250.99,0.0,0.0,40,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,294.04,2.29,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,269.61,0.0,0.0,40,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,259.45,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,295.28,0.0,0.0,40,low,10,0,0,0,0,0,0,0,1,0,0,0,0
None,270.92,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,276.95,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,291.09,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,292.39,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,272.77,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,258.36,0.0,0.0,75,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,253.65,0.0,0.0,40,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,272.15,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,260.1,1.27,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,301.84,0.0,0.0,48,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,279.62,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,286.08,0.0,0.0,1,low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,288.44,0.0,0.0,1,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,285.0,0.0,0.0,5,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,288.78,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,289.9,0.0,0.0,1,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,289.98,0.25,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,297.08,0.0,0.0,90,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,266.29,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,276.64,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,291.65,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,272.52,0.0,0.0,75,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,281.08,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,304.399,0.0,0.0,0,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,255.37,0.0,0.0,64,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,266.58,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,292.73,0.0,0.0,20,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,248.08,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,301.33,0.0,0.0,40,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,306.34,0.0,0.0,8,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,298.02,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,305.87,0.0,0.0,0,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,299.88,0.0,0.0,0,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,280.01,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,273.61,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,272.96,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,274.18,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,287.99,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,281.93,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,275.55,0.25,0.0,90,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,280.562,0.0,0.0,0,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,271.26,0.0,0.0,86,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,285.51,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,287.93,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,284.21,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,293.97,0.0,0.0,1,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,299.21,1.37,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,291.245,0.0,0.0,88,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,274.08,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,271.86,0.0,0.0,90,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,290.18,0.0,0.0,1,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,250.91,0.0,0.0,100,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,281.69,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,296.59,0.0,0.0,0,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,285.3,0.0,0.0,90,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,291.08,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,274.49,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,289.02,0.0,0.0,90,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,272.15,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,293.12,0.0,0.0,0,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,290.95,0.0,0.0,0,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,260.81,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,290.59,0.0,0.0,20,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,290.68,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,291.3,0.0,0.0,20,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,267.15,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,256.92,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,292.02,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,278.89,0.0,0.0,75,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,292.07,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,283.69,0.0,0.0,40,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,296.2,0.0,0.0,44,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,278.47,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,302.88,0.0,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,288.29,0.0,0.0,12,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,294.74,0.25,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,281.54,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,300.82,0.0,0.0,20,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,275.55,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,266.43,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,265.24,0.0,0.0,75,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,296.15,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,293.54,0.0,0.0,8,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,293.69,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,269.17,0.0,0.05,90,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,301.15,0.0,0.0,40,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,267.71,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,290.22,0.0,0.0,90,high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,296.76,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,282.87,0.25,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,286.83,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,273.94,0.0,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,266.53,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,294.35,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,291.15,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,284.2,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,272.62,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,294.07,20.07,0.0,40,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,257.74,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,280.09,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,283.47,0.0,0.0,80,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,288.82,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,284.66,0.0,0.0,20,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,302.05,0.0,0.0,40,medium,16,0,0,0,0,0,0,0,1,0,0,0,0
None,283.54,0.0,0.0,20,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,296.89,0.0,0.0,75,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,275.15,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,290.53,0.0,0.0,1,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,272.69,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,296.9,0.0,0.0,0,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,274.72,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,265.51,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,291.2,0.0,0.0,36,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,298.42,0.0,0.0,20,high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,258.83,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,272.38,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,271.3,0.0,0.0,64,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,302.21,0.0,0.0,20,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,306.86,0.0,0.0,40,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
None,260.69,0.0,0.0,64,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,294.84,0.0,0.0,75,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,290.68,0.0,0.0,20,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,277.9,0.0,0.0,90,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
None,267.4,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,289.99,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,282.61,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,282.22,0.0,0.0,75,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,281.37,0.0,0.0,75,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,296.28,0.0,0.0,40,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,268.87,0.0,0.0,20,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,274.59,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,280.88,0.0,0.0,1,low,9,0,0,0,0,0,0,0,1,0,0,0,0
None,297.32,0.0,0.0,1,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,300.54,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,288.03,0.25,0.0,80,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,274.49,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,286.6,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,275.61,0.0,0.0,75,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,297.65,0.0,0.0,40,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,247.15,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,272.01,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,276.61,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,293.33,0.0,0.0,80,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,288.2,1.68,0.0,75,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,270.98,0.0,0.0,75,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,262.6,0.0,0.0,5,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,296.19,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,288.17,0.25,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,289.22,0.0,0.0,90,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
None,293.84,0.0,0.0,92,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,298.59,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,294.45,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,275.75,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,280.23,0.0,0.0,90,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
None,295.3,0.0,0.0,75,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
None,263.78,0.0,0.0,40,low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,285.28,0.0,0.0,20,low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,254.75,0.0,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,271.5,0.0,0.0,1,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,269.79,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,272.02,0.3,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,295.67,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,273.96,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,291.88,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,275.47,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,299.51,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,263.02,0.0,0.0,75,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,271.95,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,300.987,0.0,0.0,0,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,300.35,0.0,0.0,36,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,265.33,0.0,0.0,1,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
None,293.1,3.05,0.0,75,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,300.11,0.0,0.0,1,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,276.249,0.0,0.0,20,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
None,279.14,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,270.2,0.25,0.0,90,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
None,285.22,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,266.37,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,300.81,0.0,0.0,75,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,294.78,0.69,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,291.74,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,284.25,0.0,0.0,75,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,272.02,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,293.55,0.0,0.0,40,high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,278.209,0.0,0.0,12,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,270.52,0.0,0.0,1,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,297.38,0.0,0.0,8,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,288.48,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,288.11,1.65,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,273.0,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,262.75,0.0,0.0,64,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,291.36,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,301.17,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,259.21,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,277.01,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,285.01,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,287.37,3.39,0.0,56,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
None,291.54,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,286.64,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,248.13,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,293.91,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,290.9,0.89,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,298.53,0.0,0.0,12,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,279.553,0.0,0.0,12,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,254.01,0.0,0.0,5,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,273.85,0.0,0.0,64,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,297.36,0.0,0.0,8,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
None,265.22,0.0,0.0,20,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,272.28,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,261.61,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,266.35,0.0,0.0,40,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,297.68,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,271.0,0.0,0.0,1,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,293.22,7.25,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,300.6,0.0,0.0,75,low,20,0,0,0,0,0,0,0,1,0,0,0,0
None,276.36,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,293.03,0.0,0.0,75,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,297.31,0.0,0.0,20,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,271.01,0.0,0.0,40,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,286.9,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,274.29,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,284.59,0.0,0.0,20,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,302.46,0.0,0.0,40,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,299.75,0.0,0.0,20,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
None,269.3,0.0,0.0,90,low,9,0,0,0,0,0,0,0,1,0,0,0,0
None,269.94,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
None,299.08,0.0,0.0,40,high,13,0,0,0,0,0,0,0,1,0,0,0,0
None,252.15,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,272.91,0.0,0.0,90,high,14,0,0,0,0,0,0,0,1,0,0,0,0
None,285.01,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
None,277.81,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,284.06,0.0,0.0,75,low,6,0,0,0,0,0,0,0,1,0,0,0,0
None,294.58,0.0,0.0,1,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,294.93,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,275.02,0.0,0.0,90,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
None,292.15,0.0,0.0,1,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
None,271.49,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,271.51,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
None,273.61,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,295.51,0.0,0.0,40,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,268.3,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
None,269.35,0.0,0.0,90,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
None,297.94,0.0,0.0,5,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
None,303.55,0.0,0.0,1,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,273.82,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
None,293.16,0.51,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,301.68,0.0,0.0,40,medium,16,0,0,0,0,0,0,0,1,0,0,0,0
None,273.42,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,289.16,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,303.25,0.0,0.0,12,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,288.36,0.0,0.0,5,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,271.41,0.0,0.0,1,high,10,0,0,0,0,0,0,0,1,0,0,0,0
None,255.62,0.0,0.0,75,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,285.85,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,274.15,0.0,0.0,90,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,290.62,0.0,0.0,0,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,293.04,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,286.63,0.0,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,301.15,0.0,0.0,40,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
None,271.23,0.0,0.0,20,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,270.22,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
None,299.95,0.0,0.0,5,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
None,274.05,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,271.28,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,270.82,0.0,0.0,1,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,295.69,0.0,0.0,75,high,11,0,0,0,0,0,0,0,1,0,0,0,0
None,256.54,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
None,279.61,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,273.55,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,293.55,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
None,284.42,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
None,293.56,0.0,0.0,40,low,21,0,0,0,0,0,0,0,1,0,0,0,0
None,275.95,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
None,271.02,0.0,0.0,75,medium,9,0,0,0,0,0,0,0,1,0,0,0,0
None,274.08,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
None,284.8,0.0,0.0,40,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
None,294.41,0.25,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
None,286.68,0.0,0.0,75,high,8,0,0,0,0,0,0,0,1,0,0,0,0
None,285.94,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,267.785,0.0,0.0,0,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
None,295.08,0.0,0.0,1,high,16,0,0,0,0,0,0,0,1,0,0,0,0
None,251.53,0.0,0.0,1,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
None,286.42,0.0,0.0,1,high,18,0,0,0,0,0,0,0,1,0,0,0,0
