,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
44275,None,290.29,0.0,0.0,90,Clouds,overcast clouds,5/21/2018 20:00,2699,low
46971,None,292.67,0.51,0.0,90,Mist,mist,8/24/2018 5:00,2950,medium
43828,None,291.93,0.0,0.0,1,Clear,sky is clear,5/5/2018 10:00,3915,medium
46626,None,302.36,0.0,0.0,1,Haze,haze,8/11/2018 14:00,4280,medium
29745,None,257.22,0.0,0.0,1,Clear,sky is clear,1/3/2017 22:00,1475,low
20935,None,271.7,0.0,0.0,1,Mist,mist,1/31/2016 7:00,1198,very low
47544,None,287.72,0.0,0.0,1,Clear,sky is clear,9/8/2018 23:00,1916,low
44502,None,293.35,0.0,0.0,90,Mist,mist,5/29/2018 22:00,1595,low
6840,None,286.94,1.29,0.0,68,Rain,moderate rain,6/10/2013 5:00,2717,low
20386,None,270.12,0.0,0.0,75,Clouds,broken clouds,1/3/2016 9:00,2484,low
47825,None,289.08,1.86,0.0,90,Rain,moderate rain,9/19/2018 2:00,282,very low
14951,None,300.22,0.0,0.0,75,Thunderstorm,proximity thunderstorm,6/6/2014 18:00,4986,high
1326,None,285.74,0.0,0.0,40,Clouds,scattered clouds,11/20/2012 11:00,5003,high
35800,None,298.44,0.0,0.0,1,Clear,sky is clear,7/30/2017 11:00,3867,medium
17421,None,299.65,0.0,0.0,75,Clouds,broken clouds,8/16/2015 13:00,4382,high
7463,None,295.89,0.0,0.0,0,Clear,Sky is Clear,7/6/2013 2:00,611,very low
29782,None,252.56,0.0,0.0,1,Snow,light snow,1/5/2017 5:00,2555,low
4211,None,275.63,0.0,0.0,90,Mist,mist,3/10/2013 15:00,4230,medium
45989,None,292.22,0.0,0.0,90,Rain,light rain,7/19/2018 20:00,2991,medium
16968,None,292.84,0.0,0.0,1,Clear,sky is clear,7/30/2015 1:00,418,very low
44474,None,295.01,0.0,0.0,1,Clear,sky is clear,5/29/2018 5:00,2911,low
18444,None,292.86,0.25,0.0,90,Thunderstorm,thunderstorm with rain,9/20/2015 17:00,4054,medium
25813,None,291.89,2.79,0.0,20,Rain,moderate rain,8/18/2016 3:00,396,very low
42154,None,268.55,0.0,0.0,1,Clear,sky is clear,3/7/2018 19:00,3367,medium
13259,None,270.6,0.0,0.0,1,Clear,sky is clear,3/28/2014 23:00,1661,low
7298,None,294.27,0.0,0.0,36,Clouds,scattered clouds,6/29/2013 9:00,3627,medium
34072,None,287.75,0.0,0.0,1,Clear,sky is clear,5/28/2017 4:00,392,very low
32570,None,273.79,0.0,0.0,90,Clouds,overcast clouds,4/11/2017 7:00,6622,very high
28045,None,288.41,0.0,0.0,1,Clear,sky is clear,11/13/2016 14:00,3492,medium
8633,None,298.75,0.0,0.0,32,Clouds,scattered clouds,8/24/2013 20:00,3252,medium
41116,None,272.69,0.0,0.0,75,Mist,mist,1/31/2018 5:00,2534,low
31456,None,266.88,0.0,0.0,1,Clear,sky is clear,3/3/2017 11:00,5370,high
44894,None,293.02,0.0,0.0,40,Clouds,scattered clouds,6/12/2018 0:00,621,very low
1515,None,263.8,0.0,0.0,1,Clear,sky is clear,11/27/2012 19:00,3137,medium
38021,None,286.65,0.0,0.0,75,Mist,mist,10/14/2017 15:00,5301,high
10706,None,254.46,0.0,0.0,64,Clouds,broken clouds,12/15/2013 18:00,3301,medium
13933,None,277.29,0.0,0.0,1,Clear,sky is clear,4/26/2014 2:00,374,very low
14318,None,276.42,0.0,0.0,1,Clear,sky is clear,5/14/2014 6:00,6076,very high
36538,None,292.15,0.0,0.0,1,Clear,sky is clear,8/23/2017 11:00,4766,high
13161,None,268.46,0.0,0.0,75,Clouds,broken clouds,3/24/2014 21:00,2232,low
14811,None,293.39,0.62,0.0,56,Rain,light rain,6/1/2014 12:00,4642,high
29693,None,272.71,0.0,0.0,90,Snow,light snow,1/2/2017 15:00,3762,medium
6628,None,284.41,0.0,0.0,90,Clouds,overcast clouds,6/2/2013 22:00,1963,low
3863,None,270.62,0.0,0.0,75,Clouds,broken clouds,2/24/2013 17:00,3845,medium
37845,None,287.35,0.0,0.0,90,Rain,moderate rain,10/7/2017 13:00,4882,high
11546,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/17/2014 6:00,5441,high
13677,None,269.37,0.0,0.0,20,Clouds,few clouds,4/15/2014 10:00,4644,high
26715,None,299.18,0.0,0.0,1,Clear,sky is clear,9/18/2016 18:00,4223,medium
32700,None,286.71,0.0,0.0,90,Thunderstorm,proximity thunderstorm,4/15/2017 3:00,409,very low
43213,None,272.82,0.0,0.0,90,Fog,fog,4/13/2018 23:00,1143,very low
37993,None,284.21,0.0,0.0,1,Clear,sky is clear,10/13/2017 12:00,5447,high
5606,None,298.66,0.0,0.0,40,Clouds,scattered clouds,4/29/2013 18:00,4489,high
24868,None,299.15,0.0,0.0,75,Thunderstorm,proximity thunderstorm,7/11/2016 13:00,4475,high
44452,None,302.29900000000004,0.0,0.0,0,Clear,Sky is Clear,5/28/2018 11:00,3037,medium
7511,None,298.67,0.0,0.0,88,Rain,light rain,7/8/2013 3:00,314,very low
48026,None,287.91,0.0,0.0,1,Thunderstorm,proximity thunderstorm,9/24/2018 5:00,2954,medium
13401,None,271.74,3.05,0.0,90,Rain,moderate rain,4/3/2014 22:00,1548,low
32547,None,274.72,0.0,0.0,90,Rain,light rain,4/10/2017 21:00,1864,low
47067,None,290.17,1.02,0.0,1,Rain,moderate rain,8/26/2018 1:00,855,very low
34091,None,288.71,0.0,0.0,40,Rain,light rain,5/28/2017 21:00,2736,low
23704,None,289.65,0.0,0.0,90,Mist,mist,5/27/2016 23:00,1875,low
24235,None,299.26,0.0,0.0,0,Clear,Sky is Clear,6/16/2016 17:00,6146,very high
19871,None,279.43,0.0,0.0,1,Clear,sky is clear,12/7/2015 13:00,4769,high
29105,None,254.917,0.0,0.0,0,Clear,Sky is Clear,12/13/2016 18:00,4165,medium
47711,None,304.47,0.0,0.0,1,Clear,sky is clear,9/15/2018 19:00,3455,medium
597,None,286.43,0.0,0.0,90,Mist,mist,10/25/2012 10:00,4438,high
28098,None,276.46,0.0,0.0,90,Mist,mist,11/15/2016 7:00,5697,high
35123,None,298.33,0.0,0.0,40,Clouds,scattered clouds,7/6/2017 11:00,4492,high
5002,None,276.18,0.0,0.0,90,Clouds,overcast clouds,4/11/2013 16:00,5668,high
16060,None,292.55,0.79,0.0,90,Rain,moderate rain,6/28/2015 0:00,1447,very low
29433,None,274.28,0.0,0.0,90,Haze,haze,12/24/2016 17:00,3331,medium
37482,None,287.38,0.0,0.0,90,Rain,moderate rain,9/26/2017 7:00,6025,very high
5631,None,295.67,0.0,0.0,1,Clear,sky is clear,4/30/2013 19:00,3337,medium
29286,None,266.02,0.0,0.0,1,Clear,sky is clear,12/19/2016 17:00,5572,high
37343,None,300.72,0.0,0.0,20,Clouds,few clouds,9/21/2017 17:00,6533,very high
12499,None,254.12,0.0,0.0,1,Clear,sky is clear,2/25/2014 2:00,244,very low
47796,None,288.43,0.44,0.0,90,Rain,light rain,9/18/2018 8:00,5873,very high
29862,None,253.22,0.0,0.0,1,Snow,light snow,1/8/2017 9:00,2495,low
2905,None,259.94,0.0,0.0,40,Clouds,scattered clouds,1/13/2013 19:00,2363,low
5591,None,285.89,0.0,0.0,1,Clear,sky is clear,4/29/2013 3:00,274,very low
8997,None,290.15,0.0,0.0,90,Clouds,overcast clouds,9/17/2013 17:00,6298,very high
30137,None,272.15,0.0,0.0,90,Drizzle,light intensity drizzle,1/17/2017 7:00,5304,high
31638,None,264.65,0.0,0.0,1,Clear,sky is clear,3/10/2017 15:00,6103,very high
14597,None,290.45,0.0,0.0,1,Clear,sky is clear,5/24/2014 0:00,1161,very low
12377,None,274.9,0.0,0.0,75,Clouds,broken clouds,2/20/2014 2:00,279,very low
1085,None,280.1,0.0,0.0,90,Thunderstorm,thunderstorm with heavy rain,11/11/2012 4:00,304,very low
5378,None,273.42,0.0,0.0,40,Clouds,scattered clouds,4/21/2013 23:00,960,very low
19152,None,283.29,0.0,0.0,90,Rain,heavy intensity rain,10/23/2015 7:00,5776,high
16330,None,290.94,0.38,0.0,75,Smoke,smoke,7/6/2015 13:00,4307,medium
25497,None,292.14,0.0,0.0,0,Clear,Sky is Clear,8/4/2016 23:00,1424,very low
39678,None,271.55,0.0,0.0,90,Mist,mist,12/11/2017 7:00,4050,medium
47993,None,288.75,0.0,0.0,40,Clouds,scattered clouds,9/22/2018 20:00,3602,medium
8979,None,289.18,0.0,0.0,1,Clear,sky is clear,9/16/2013 12:00,4862,high
9601,None,274.15,0.0,0.0,90,Clouds,overcast clouds,10/21/2013 10:00,4119,medium
13508,None,276.14,0.0,0.0,1,Clear,sky is clear,4/8/2014 9:00,5226,high
8400,None,291.43,0.0,0.0,76,Clouds,broken clouds,8/13/2013 22:00,1930,low
23441,None,290.69,0.0,0.0,1,Clear,sky is clear,5/18/2016 11:00,4784,high
1923,None,260.25,0.0,0.0,75,Clouds,broken clouds,12/11/2012 16:00,5242,high
47851,None,287.24,3.45,0.0,90,Drizzle,light intensity drizzle,9/19/2018 11:00,4567,high
6856,None,287.71,1.44,0.0,92,Rain,moderate rain,6/10/2013 14:00,5162,high
17931,None,292.42,0.0,0.0,75,Mist,mist,9/3/2015 6:00,5815,high
6201,None,291.52,0.0,0.0,90,Mist,mist,5/20/2013 9:00,5114,high
27050,None,295.59,0.0,0.0,8,Clear,sky is clear,10/2/2016 17:00,4397,high
8467,None,295.51,0.0,0.0,1,Clear,sky is clear,8/17/2013 10:00,4018,medium
35437,None,297.75,0.0,0.0,90,Rain,proximity shower rain,7/18/2017 11:00,4482,high
418,None,279.35,0.0,0.0,91,Mist,mist,10/19/2012 9:00,4606,high
22169,None,278.22,0.0,0.0,90,Rain,light rain,3/31/2016 22:00,2998,medium
25503,None,289.6,0.0,0.0,0,Clear,Sky is Clear,8/5/2016 5:00,2756,low
17709,None,284.37,0.0,0.0,1,Clear,sky is clear,8/25/2015 7:00,6090,very high
23581,None,290.77,0.0,0.0,90,Rain,light rain,5/24/2016 2:00,314,very low
33017,None,287.96,0.0,0.0,90,Clouds,overcast clouds,4/25/2017 5:00,2793,low
5076,None,271.13,0.0,0.0,90,Snow,snow,4/13/2013 4:00,366,very low
38529,None,270.58,0.0,0.0,1,Clear,sky is clear,10/31/2017 23:00,1221,very low
12215,None,268.31,0.0,0.0,90,Clouds,overcast clouds,2/13/2014 8:00,5725,high
20273,None,266.95,0.0,0.13,90,Mist,mist,12/29/2015 0:00,505,very low
33085,None,276.42,0.0,0.0,90,Rain,light rain,4/26/2017 13:00,4912,high
4302,None,268.68,0.0,0.0,90,Snow,shower snow,3/15/2013 7:00,5664,high
895,None,278.09,0.0,0.0,90,Clouds,overcast clouds,11/4/2012 17:00,3620,medium
22638,None,284.92,0.0,0.0,90,Rain,moderate rain,4/21/2016 6:00,5955,very high
5220,None,274.43,0.0,0.0,75,Clouds,broken clouds,4/18/2013 2:00,264,very low
19048,None,272.99,0.0,0.0,1,Clear,sky is clear,10/17/2015 7:00,1956,low
12281,None,264.62,0.0,0.0,90,Clouds,overcast clouds,2/16/2014 2:00,520,very low
38217,None,290.15,0.0,0.0,90,Clouds,overcast clouds,10/21/2017 13:00,4680,high
42640,None,275.28,0.0,0.0,90,Rain,moderate rain,3/26/2018 14:00,4992,high
11262,None,276.793,0.0,0.0,64,Clouds,broken clouds,1/6/2014 8:00,3520,medium
19037,None,275.13,0.0,0.0,1,Clear,sky is clear,10/16/2015 4:00,815,very low
31042,None,271.341,0.0,0.0,8,Clear,sky is clear,2/15/2017 17:00,6093,very high
25896,None,289.07,0.0,0.0,1,Clear,sky is clear,8/21/2016 9:00,2636,low
39100,None,277.46,0.0,0.0,40,Clouds,scattered clouds,11/19/2017 16:00,4555,high
22031,None,278.94,0.0,0.0,90,Rain,light rain,3/25/2016 21:00,2913,medium
34312,None,293.83,0.0,0.0,40,Clouds,scattered clouds,6/6/2017 22:00,2220,low
8861,None,300.77,0.0,0.0,92,Clouds,overcast clouds,9/9/2013 21:00,2389,low
5122,None,274.03,0.0,0.0,90,Snow,heavy snow,4/14/2013 12:00,3655,medium
4204,None,275.28,0.0,0.0,90,Drizzle,light intensity drizzle,3/10/2013 12:00,4072,medium
27668,None,283.805,0.0,0.0,56,Clouds,broken clouds,10/29/2016 4:00,607,very low
37430,None,292.79,0.0,0.0,40,Rain,light rain,9/25/2017 2:00,328,very low
24193,None,290.33,0.0,0.0,92,Rain,moderate rain,6/14/2016 23:00,1865,low
18448,None,288.21,0.0,0.0,1,Clear,sky is clear,9/20/2015 22:00,1372,very low
36175,None,288.22,0.0,0.0,40,Clouds,scattered clouds,8/12/2017 2:00,638,very low
37501,None,288.75,0.0,0.0,90,Clouds,overcast clouds,9/26/2017 20:00,2814,low
34613,None,292.42,0.0,0.0,90,Rain,proximity shower rain,6/17/2017 20:00,3057,medium
14880,None,291.39,0.0,0.0,1,Clear,sky is clear,6/3/2014 22:00,2157,low
2246,None,270.89,0.0,0.0,90,Clouds,overcast clouds,12/20/2012 20:00,2677,low
2546,None,262.14,0.0,0.0,40,Clouds,scattered clouds,12/31/2012 11:00,4234,medium
10650,None,261.37,0.0,0.0,90,Clouds,overcast clouds,12/13/2013 17:00,5683,high
23178,None,285.04,2.2,0.0,90,Drizzle,drizzle,5/9/2016 23:00,891,very low
33126,None,273.95,0.0,0.0,90,Snow,light snow,4/27/2017 13:00,5248,high
34727,None,293.95,0.0,0.0,1,Rain,heavy intensity rain,6/22/2017 3:00,417,very low
6857,None,287.71,1.44,0.0,92,Mist,mist,6/10/2013 14:00,5162,high
47148,None,290.1,1.52,0.0,90,Mist,mist,8/28/2018 5:00,3161,medium
15376,None,296.52,0.0,0.0,1,Clear,sky is clear,7/10/2014 10:00,4702,high
5962,None,278.24,0.0,0.0,1,Clear,sky is clear,5/12/2013 6:00,631,very low
21552,None,273.94,0.0,0.0,90,Clouds,overcast clouds,2/29/2016 4:00,818,very low
10025,None,271.41,0.0,0.0,90,Mist,mist,11/21/2013 8:00,6251,very high
1722,None,273.75,0.0,0.0,1,Clear,sky is clear,12/5/2012 5:00,2612,low
36535,None,285.55,0.0,0.0,5,Clear,sky is clear,8/23/2017 8:00,6180,very high
4556,None,275.74,0.0,0.0,1,Clear,sky is clear,3/26/2013 15:00,5546,high
12364,None,275.72,0.0,0.0,40,Clouds,scattered clouds,2/19/2014 13:00,5072,high
10294,None,275.63,0.25,0.0,64,Haze,haze,12/2/2013 14:00,5252,high
4298,None,269.11,0.0,0.0,90,Clouds,overcast clouds,3/15/2013 3:00,356,very low
14832,None,291.35,0.25,0.0,48,Drizzle,light intensity drizzle,6/2/2014 2:00,292,very low
22760,None,284.79,1.4,0.0,75,Rain,moderate rain,4/24/2016 22:00,1609,low
36707,None,291.94,0.0,0.0,90,Clouds,overcast clouds,8/28/2017 12:00,4992,high
8493,None,298.53,0.0,0.0,0,Clear,Sky is Clear,8/18/2013 13:00,4519,high
10400,None,271.45,1.52,0.0,90,Rain,moderate rain,12/4/2013 10:00,3869,medium
37708,None,289.0,0.0,0.0,20,Clouds,few clouds,10/3/2017 19:00,3457,medium
22330,None,272.08,0.0,0.0,90,Snow,light snow,4/8/2016 9:00,5038,high
10599,None,255.59,0.0,0.0,64,Clouds,broken clouds,12/11/2013 13:00,4662,high
27620,None,276.07,0.0,0.0,56,Clouds,broken clouds,10/27/2016 4:00,835,very low
30675,None,271.95,0.0,0.0,1,Clear,sky is clear,1/31/2017 23:00,1048,very low
31477,None,269.95,0.0,0.0,1,Clear,sky is clear,3/4/2017 6:00,1056,very low
44078,None,296.22,0.0,0.0,90,Clouds,overcast clouds,5/14/2018 14:00,5025,high
43244,None,270.22,0.0,0.0,90,Snow,snow,4/14/2018 11:00,2153,low
13024,None,270.49,0.0,0.0,90,Clouds,overcast clouds,3/19/2014 4:00,829,very low
10962,None,269.18,0.25,0.0,64,Haze,haze,12/25/2013 14:00,2683,low
44676,None,290.94,0.0,0.0,5,Clear,sky is clear,6/4/2018 9:00,5108,high
38192,None,292.44,0.0,0.0,1,Clear,sky is clear,10/20/2017 22:00,3247,medium
31358,None,275.34,0.0,0.0,90,Drizzle,light intensity drizzle,2/28/2017 4:00,864,very low
44644,None,287.44,0.0,0.0,1,Clear,sky is clear,6/3/2018 1:00,905,very low
26240,None,294.55,0.0,0.0,40,Clouds,scattered clouds,9/1/2016 19:00,3250,medium
27201,None,272.439,0.0,0.0,0,Clear,Sky is Clear,10/9/2016 0:00,1523,low
44538,None,295.48,0.0,0.0,75,Clouds,broken clouds,5/30/2018 20:00,2788,low
33195,None,278.84,0.0,0.0,90,Rain,moderate rain,4/30/2017 10:00,3489,medium
4472,None,261.08,0.0,0.0,1,Clear,sky is clear,3/23/2013 5:00,734,very low
35135,None,299.49,0.0,0.0,1,Clear,sky is clear,7/6/2017 23:00,1482,low
14147,None,286.89,3.19,0.0,75,Rain,moderate rain,5/8/2014 20:00,2740,low
10271,None,268.8,0.0,0.0,64,Mist,mist,12/1/2013 20:00,2975,medium
39757,None,264.15,0.0,0.0,40,Snow,light snow,12/14/2017 6:00,5808,high
17528,None,288.37,0.0,0.0,90,Rain,heavy intensity rain,8/19/2015 5:00,2957,medium
12734,None,269.78,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 1:00,368,very low
40314,None,256.58,0.0,0.0,1,Clear,sky is clear,1/3/2018 6:00,5225,high
7978,None,291.93,0.0,0.0,48,Clouds,scattered clouds,7/27/2013 16:00,4377,high
2450,None,266.16,0.0,0.0,90,Mist,mist,12/28/2012 16:00,5441,high
10537,None,260.53,0.0,0.0,90,Mist,mist,12/9/2013 1:00,291,very low
6438,None,284.84,0.0,0.0,90,Clouds,overcast clouds,5/27/2013 8:00,1111,very low
29590,None,272.62,0.0,0.0,90,Snow,light snow,12/29/2016 12:00,4846,high
11839,None,255.38,0.0,0.0,40,Clouds,scattered clouds,1/28/2014 16:00,5958,very high
12502,None,253.14,0.0,0.0,1,Clear,sky is clear,2/25/2014 4:00,864,very low
28910,None,264.62,0.0,0.0,90,Snow,light snow,12/7/2016 23:00,1020,very low
42770,None,273.29,0.0,0.0,90,Clouds,overcast clouds,3/30/2018 21:00,3024,medium
28557,None,278.49,0.0,0.0,90,Mist,mist,11/27/2016 21:00,2045,low
43428,None,269.86,0.0,0.0,75,Clouds,broken clouds,4/19/2018 8:00,6046,very high
42126,None,273.15,0.0,0.0,90,Clouds,overcast clouds,3/6/2018 16:00,6420,very high
36935,None,284.21,0.0,0.0,90,Rain,light rain,9/6/2017 1:00,343,very low
3487,None,271.83,0.0,0.0,90,Mist,mist,2/10/2013 20:00,1330,very low
24793,None,291.24,0.0,0.0,1,Clear,sky is clear,7/9/2016 0:00,1376,very low
41624,None,266.69,0.0,0.0,90,Mist,mist,2/19/2018 10:00,3226,medium
26386,None,294.68,3.27,0.0,75,Rain,moderate rain,9/6/2016 11:00,4335,medium
28036,None,278.95,0.0,0.0,1,Clear,sky is clear,11/13/2016 5:00,531,very low
496,None,279.37,0.0,0.0,8,Mist,mist,10/22/2012 4:00,806,very low
10743,None,271.95,0.0,0.0,64,Clouds,broken clouds,12/17/2013 5:00,2710,low
32582,None,284.28,0.0,0.0,1,Clear,sky is clear,4/11/2017 19:00,3337,medium
28292,None,273.69,0.0,0.0,1,Clear,sky is clear,11/21/2016 20:00,2205,low
36709,None,293.48,0.0,0.0,90,Clouds,overcast clouds,8/28/2017 14:00,5313,high
16845,None,292.2,0.0,0.0,1,Mist,mist,7/25/2015 5:00,283,very low
33118,None,273.48,0.0,0.0,90,Mist,mist,4/27/2017 7:00,6302,very high
34055,None,293.68,0.0,0.0,40,Clouds,scattered clouds,5/27/2017 11:00,4174,medium
19569,None,281.22,0.0,0.0,90,Mist,mist,11/18/2015 16:00,6341,very high
27741,None,283.649,0.0,0.0,0,Clear,Sky is Clear,11/1/2016 5:00,2707,low
5360,None,267.55,0.0,0.0,1,Clear,sky is clear,4/21/2013 5:00,455,very low
11739,None,266.97,0.0,0.0,64,Clouds,broken clouds,1/25/2014 1:00,613,very low
29576,None,272.78,0.0,0.0,1,Clear,sky is clear,12/28/2016 22:00,2231,low
18440,None,294.58,0.0,0.0,1,Clear,sky is clear,9/20/2015 14:00,4070,medium
5833,None,285.88,0.0,0.0,1,Clear,sky is clear,5/7/2013 10:00,4657,high
30005,None,251.16,0.0,0.0,1,Clear,sky is clear,1/13/2017 1:00,365,very low
14994,None,287.18,0.25,0.0,1,Rain,light rain,6/7/2014 21:00,3208,medium
43707,None,300.87,0.0,0.0,1,Clear,sky is clear,4/30/2018 19:00,3259,medium
9957,None,273.1,0.0,0.0,1,Clear,sky is clear,11/18/2013 12:00,4654,high
30649,None,274.55,0.0,0.0,40,Drizzle,drizzle,1/31/2017 3:00,322,very low
22506,None,292.29,0.0,0.0,40,Clouds,scattered clouds,4/17/2016 0:00,1388,very low
9890,None,278.9,0.0,0.0,40,Clouds,scattered clouds,11/16/2013 2:00,550,very low
17785,None,293.38,0.0,0.0,75,Rain,light rain,8/28/2015 10:00,5114,high
47327,None,293.85,0.25,0.0,20,Fog,fog,9/2/2018 22:00,2066,low
26131,None,297.44,0.0,0.0,1,Clear,sky is clear,8/28/2016 20:00,2966,medium
9447,None,279.52,0.0,0.0,0,Clear,Sky is Clear,10/13/2013 2:00,730,very low
513,None,285.07,0.0,0.0,90,Clouds,overcast clouds,10/23/2012 0:00,511,very low
38989,None,271.22,0.0,0.0,90,Clouds,overcast clouds,11/16/2017 3:00,375,very low
13729,None,276.05,1.78,0.0,90,Rain,moderate rain,4/17/2014 14:00,5324,high
37899,None,282.51,0.0,0.0,75,Rain,light rain,10/9/2017 17:00,5869,very high
30455,None,273.08,0.0,0.0,90,Clouds,overcast clouds,1/24/2017 8:00,5606,high
18095,None,285.21,0.0,0.0,1,Clear,sky is clear,9/9/2015 1:00,331,very low
4524,None,270.57,0.0,0.0,90,Mist,mist,3/25/2013 8:00,5684,high
20405,None,261.23,0.0,0.0,75,Snow,light snow,1/4/2016 9:00,4637,high
38373,None,274.43,0.0,0.0,90,Snow,light snow,10/27/2017 4:00,847,very low
16901,None,298.44,0.0,0.0,40,Clouds,scattered clouds,7/27/2015 10:00,4461,high
45195,None,290.95,0.0,0.0,1,Drizzle,light intensity drizzle,6/21/2018 7:00,6557,very high
3452,None,266.74,0.0,0.0,20,Clouds,few clouds,2/9/2013 7:00,1946,low
14198,None,293.24,0.0,0.0,1,Clear,sky is clear,5/10/2014 14:00,4815,high
17222,None,295.74,0.0,0.0,90,Rain,light rain,8/8/2015 23:00,2452,low
42898,None,272.41,0.0,0.0,90,Snow,snow,4/3/2018 16:00,4930,high
11106,None,255.79,0.0,0.0,64,Clouds,broken clouds,12/30/2013 21:00,1668,low
41625,None,266.69,0.0,0.0,90,Snow,light snow,2/19/2018 10:00,3226,medium
44132,None,285.44,0.0,0.0,1,Clear,sky is clear,5/16/2018 2:00,352,very low
40758,None,269.57,0.0,0.0,5,Clear,sky is clear,1/18/2018 10:00,4479,high
15207,None,294.35,0.0,0.0,1,Clear,sky is clear,7/2/2014 20:00,3030,medium
25544,None,291.19,0.0,0.0,0,Clear,Sky is Clear,8/6/2016 22:00,3069,medium
31790,None,274.62,0.0,0.0,1,Clear,sky is clear,3/16/2017 11:00,4867,high
3693,None,260.07,0.0,0.0,1,Clear,sky is clear,2/17/2013 20:00,3369,medium
41352,None,262.75,0.0,0.0,75,Clouds,broken clouds,2/8/2018 13:00,4907,high
30421,None,274.08,0.0,0.0,90,Mist,mist,1/23/2017 8:00,5619,high
46274,None,290.15,0.0,0.0,1,Clear,sky is clear,7/30/2018 0:00,640,very low
29035,None,266.62,0.0,0.0,90,Snow,light snow,12/11/2016 16:00,3215,medium
29063,None,256.15,0.0,0.0,90,Haze,haze,12/12/2016 8:00,4539,high
23888,None,287.63,0.0,0.0,1,Clear,sky is clear,6/2/2016 23:00,2061,low
6342,None,284.22,0.0,0.0,90,Drizzle,light intensity drizzle,5/23/2013 17:00,6167,very high
47805,None,288.53,0.38,0.0,90,Rain,light rain,9/18/2018 11:00,4593,high
18142,None,288.02,0.0,0.0,75,Mist,mist,9/10/2015 7:00,6518,very high
29,None,293.66,0.0,0.0,20,Clouds,few clouds,10/3/2012 18:00,4623,high
47316,None,294.83,1.4,0.0,75,Rain,moderate rain,9/2/2018 12:00,4549,high
40085,None,251.86,0.0,0.0,1,Clear,sky is clear,12/26/2017 1:00,326,very low
23633,None,292.99,0.0,0.0,40,Thunderstorm,thunderstorm,5/25/2016 22:00,2000,low
5123,None,274.52,0.0,0.0,90,Clouds,overcast clouds,4/14/2013 13:00,3681,medium
29021,None,265.22,0.0,0.0,90,Mist,mist,12/11/2016 10:00,2206,low
21298,None,265.72,0.0,0.0,90,Mist,mist,2/15/2016 4:00,828,very low
29132,None,258.35,0.0,0.0,1,Clear,sky is clear,12/14/2016 15:00,5500,high
26515,None,287.24,0.0,0.0,1,Clear,sky is clear,9/10/2016 21:00,3074,medium
21168,None,264.15,0.0,0.0,90,Snow,light snow,2/8/2016 18:00,4544,high
41210,None,264.86,0.0,0.0,90,Snow,light snow,2/3/2018 15:00,3716,medium
13732,None,278.13,0.91,0.0,40,Rain,light rain,4/17/2014 17:00,6347,very high
672,None,274.5,0.0,0.0,90,Snow,heavy snow,10/26/2012 12:00,5943,very high
19789,None,271.46,0.0,0.0,90,Snow,light snow,12/2/2015 4:00,877,very low
23944,None,292.4,1.52,0.0,75,Rain,proximity shower rain,6/4/2016 17:00,4609,high
29647,None,268.22,0.0,0.0,90,Clouds,overcast clouds,12/31/2016 21:00,2921,medium
22120,None,290.61,0.0,0.0,1,Clear,sky is clear,3/29/2016 14:00,5606,high
37710,None,286.01,0.0,0.0,1,Clear,sky is clear,10/3/2017 21:00,2419,low
2879,None,276.68,0.0,0.0,90,Mist,mist,1/12/2013 20:00,2352,low
19913,None,280.36,0.0,0.0,1,Clear,sky is clear,12/10/2015 0:00,549,very low
37517,None,287.22,0.0,0.0,1,Clear,sky is clear,9/27/2017 12:00,4942,high
14594,None,293.52,0.0,0.0,1,Clear,sky is clear,5/23/2014 21:00,2985,medium
34735,None,293.55,0.0,0.0,75,Rain,light rain,6/22/2017 9:00,4886,high
6823,None,293.25,0.0,0.0,64,Clouds,broken clouds,6/9/2013 13:00,4112,medium
27021,None,291.29,0.0,0.0,12,Clouds,few clouds,10/1/2016 12:00,4557,high
47335,None,291.74,0.25,0.0,40,Rain,light rain,9/3/2018 2:00,421,very low
29925,None,270.21,0.0,0.0,90,Mist,mist,1/10/2017 10:00,3237,medium
7824,None,290.51,0.0,0.0,0,Clear,Sky is Clear,7/21/2013 6:00,869,very low
19355,None,277.02,0.0,0.0,75,Clouds,broken clouds,11/6/2015 21:00,2884,low
23272,None,284.12,0.0,0.0,75,Mist,mist,5/11/2016 23:00,1075,very low
44762,None,297.15,0.0,0.0,1,Drizzle,light intensity drizzle,6/7/2018 18:00,4858,high
18267,None,294.96,0.0,0.0,1,Clear,sky is clear,9/15/2015 2:00,257,very low
2787,None,272.58,0.0,0.0,75,Clouds,broken clouds,1/9/2013 12:00,4753,high
25244,None,293.89,0.0,0.0,1,Clear,sky is clear,7/26/2016 1:00,361,very low
22140,None,279.65,0.0,0.0,90,Mist,mist,3/30/2016 11:00,4629,high
46178,None,289.55,0.0,0.0,90,Clouds,overcast clouds,7/26/2018 9:00,4925,high
45166,None,291.15,0.0,0.0,90,Mist,mist,6/20/2018 4:00,935,very low
17536,None,287.3,0.0,0.0,90,Thunderstorm,proximity thunderstorm with drizzle,8/19/2015 7:00,5819,high
45935,None,291.49,0.0,0.0,1,Clear,sky is clear,7/18/2018 0:00,657,very low
