,holiday,temperature,rain_1h,snow_1h,clouds_percentage,population_density_categorical,time,Christmas Day,Columbus Day,Independence Day,Labor Day,Martin Luther King Jr Day,Memorial Day,New Years Day,None,State Fair,Thanksgiving Day,Veterans Day,Washingtons Birthday
30765,None,265.22,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
24659,None,271.52,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
29527,None,258.38,0.51,0.0,64,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
17309,None,296.54,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
14776,None,273.23,0.0,0.0,90,low,10,0,0,0,0,0,0,0,1,0,0,0,0
22787,None,272.58,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
38522,None,270.55,0.0,0.0,0,high,11,0,0,0,0,0,0,0,1,0,0,0,0
1507,None,301.44,0.0,0.0,1,high,18,0,0,0,0,0,0,0,1,0,0,0,0
30760,None,297.43,0.0,0.0,8,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
8035,None,288.82,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
43184,None,297.81,0.0,0.0,75,very high,15,0,0,0,0,0,0,0,1,0,0,0,0
26024,None,287.15,0.0,0.0,90,low,8,0,0,0,0,0,0,0,1,0,0,0,0
42714,None,294.02,2.86,0.0,75,low,23,0,0,0,0,0,0,0,1,0,0,0,0
39187,None,262.98,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
29393,None,293.51,6.94,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
7750,None,293.54,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
10047,None,285.84,0.0,0.0,90,low,17,0,0,0,0,0,0,0,1,0,0,0,0
7195,None,300.78,0.0,0.0,40,high,12,0,0,0,0,0,0,0,1,0,0,0,0
27112,None,290.29,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
5349,None,296.92,0.0,0.0,1,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
26679,None,283.54,0.0,0.0,48,high,13,0,0,0,0,0,0,0,1,0,0,0,0
17869,None,258.81,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
38330,None,298.05,0.0,0.0,1,high,18,0,0,0,0,0,0,0,1,0,0,0,0
38973,None,285.38,3.3,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
28029,None,292.27,0.0,0.0,5,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
21004,None,288.66,0.0,0.0,1,high,15,0,0,0,0,0,0,0,1,0,0,0,0
19182,None,265.35,0.0,0.0,75,low,23,0,0,0,0,0,0,0,1,0,0,0,0
3454,None,275.34,0.0,0.0,90,medium,13,0,0,0,0,0,0,0,1,0,0,0,0
362,None,257.34,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
11063,None,287.57,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
15142,None,292.47,0.0,0.0,75,high,9,0,0,0,0,0,0,0,1,0,0,0,0
33540,None,293.75,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
42413,None,295.9,9.4,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
10753,None,247.26,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
13338,None,294.87,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
21979,None,289.65,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
9639,None,273.82,0.0,0.0,90,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
2324,None,265.64,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
11167,None,294.88,0.0,0.0,5,high,14,0,0,0,0,0,0,0,1,0,0,0,0
15802,None,286.21,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
25029,None,273.81,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
29439,None,247.62,0.0,0.0,5,low,8,0,0,0,0,0,0,0,1,0,0,0,0
37470,None,280.29,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
3312,None,300.48,0.0,0.0,40,high,15,0,0,0,0,0,0,0,1,0,0,0,0
32025,None,267.65,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
21825,None,288.9,0.0,0.0,40,high,8,0,0,0,0,0,0,0,1,0,0,0,0
20557,None,266.43,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
30950,None,279.33,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
23418,None,284.59,0.0,0.0,20,high,7,0,0,0,0,0,0,0,1,0,0,0,0
7182,None,281.55,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
41280,None,290.69,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
21725,None,289.57,0.0,0.0,75,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
20114,None,294.18,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
29612,None,270.66,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
9808,None,270.05,0.0,0.0,64,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
16941,None,296.34,0.0,0.0,68,high,9,0,0,0,0,0,0,0,1,0,0,0,0
16160,None,292.44,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
16161,None,285.72,0.0,0.0,100,high,9,0,0,0,0,0,0,0,1,0,0,0,0
43286,None,293.22,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
1128,None,296.26,16.0,0.0,32,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
22,None,297.5,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
32855,None,285.58,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
494,None,282.09,0.0,0.0,75,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
3413,None,273.02,0.0,0.0,1,low,21,0,0,0,0,0,0,0,1,0,0,0,0
25269,None,273.75,0.0,0.0,90,low,9,0,0,0,0,0,0,0,1,0,0,0,0
18109,None,267.67,0.0,0.0,64,low,22,0,0,0,0,0,0,0,1,0,0,0,0
11576,None,292.94,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
20886,None,281.29,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
3980,None,278.08,0.0,0.0,90,medium,22,0,0,0,0,0,0,0,1,0,0,0,0
9543,None,271.58,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
15457,None,274.07,1.02,0.0,64,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
10774,None,285.09,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
18547,None,272.05,0.25,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
31412,None,286.4,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
19280,None,294.15,0.0,0.0,1,high,9,0,0,0,0,0,0,0,1,0,0,0,0
23011,None,260.48,0.0,0.0,5,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
14896,None,277.15,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
35313,None,270.76,0.0,0.0,90,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
27408,None,267.5,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
16830,None,274.02,0.0,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
5310,None,296.15,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
17504,None,292.88,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
14515,None,264.72,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
2925,None,285.98,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
7450,None,287.72,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
18376,None,265.06,0.76,0.0,40,medium,14,0,0,0,0,0,0,0,1,0,0,0,0
25451,None,272.92,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
3195,None,278.22,0.0,0.0,1,medium,8,0,0,0,0,0,0,0,1,0,0,0,0
38305,None,295.17,0.0,0.0,1,high,15,0,0,0,0,0,0,0,1,0,0,0,0
8115,None,289.02,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
41534,None,263.08,0.0,0.0,90,low,16,0,0,0,0,0,0,0,1,0,0,0,0
42439,None,286.95,0.0,0.0,40,high,11,0,0,0,0,0,0,0,1,0,0,0,0
35810,None,296.44,0.0,0.0,36,high,14,0,0,0,0,0,0,0,1,0,0,0,0
38375,None,287.93,0.0,0.0,90,medium,8,0,0,0,0,0,0,0,1,0,0,0,0
28605,None,292.72,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
8050,None,273.65,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
4369,None,288.86,0.0,0.0,40,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
7248,None,272.61,0.0,0.0,75,high,12,0,0,0,0,0,0,0,1,0,0,0,0
11213,None,291.21,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
13189,None,274.88,0.0,0.0,90,high,6,0,0,0,0,0,0,0,1,0,0,0,0
35687,None,269.38,0.0,0.0,1,high,18,0,0,0,0,0,0,0,1,0,0,0,0
16053,None,266.28,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
20621,None,292.29,1.78,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
29790,None,261.87,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
35895,None,296.0,0.0,0.0,12,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
25623,None,291.75,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
31755,None,289.54,2.03,0.0,92,medium,5,0,0,0,0,0,0,0,1,0,0,0,0
26427,None,290.75,0.51,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
27032,None,273.16,0.0,0.0,90,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
33913,None,278.89,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
5353,None,288.76,0.0,0.0,88,high,14,0,0,0,0,0,0,0,1,0,0,0,0
12545,None,293.57,0.89,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
43196,None,288.46,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
43056,None,287.68,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
34616,None,294.36,0.0,0.0,75,low,22,0,0,0,0,0,0,0,1,0,0,0,0
14598,None,288.86,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
794,None,288.13,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
11937,None,281.38,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
21219,None,299.38,0.0,0.0,8,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
23270,None,293.99,0.0,0.0,1,low,22,0,0,0,0,0,0,0,1,0,0,0,0
18870,None,294.27,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
27378,None,260.27,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
35438,None,261.93,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
42425,None,276.23,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
10253,None,257.93,0.0,0.0,75,high,9,0,0,0,0,0,0,0,1,0,0,0,0
6661,None,271.45,1.52,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
16693,None,275.5,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
15225,None,294.0,0.0,0.0,20,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
23716,None,285.43,0.0,0.0,75,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
11692,None,294.94,0.0,0.0,40,low,11,0,0,0,0,0,0,0,1,0,0,0,0
36829,None,285.48,0.3,0.0,90,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
22006,None,278.1,0.0,0.0,20,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
33089,None,271.36,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
3042,None,277.92,0.0,0.0,20,high,10,0,0,0,0,0,0,0,1,0,0,0,0
27201,None,291.02,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
17427,None,266.15,0.0,0.0,40,high,6,0,0,0,0,0,0,0,1,0,0,0,0
14604,None,300.31,0.51,0.0,68,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
7635,None,286.1,0.25,0.0,1,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
15061,None,274.21,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
9487,None,298.52,0.0,0.0,40,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
26252,None,279.88,0.0,0.0,1,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
7340,None,282.22,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
43078,None,290.02,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
7386,None,262.42,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
42357,None,276.13,0.0,0.0,90,high,16,0,0,0,0,0,0,0,1,0,0,0,0
27953,None,274.82,0.0,0.0,90,low,5,0,0,0,0,0,0,0,1,0,0,0,0
18228,None,277.15,0.0,0.0,90,high,13,0,0,0,0,0,0,0,1,0,0,0,0
42030,None,288.16,0.0,0.0,88,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
40235,None,284.94,0.0,0.0,1,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
16017,None,269.69,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
10072,None,294.05,0.25,0.0,32,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
19844,None,257.34,0.0,0.0,64,high,12,0,0,0,0,0,0,0,1,0,0,0,0
24464,None,274.01,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
20434,None,280.07,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
21409,None,289.57,0.0,0.0,24,high,14,0,0,0,0,0,0,0,1,0,0,0,0
11573,None,280.12,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
26351,None,274.65,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
36546,None,294.79,0.0,0.0,90,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
25977,None,291.02,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
11553,None,251.75,0.0,0.0,1,very low,22,0,0,0,0,0,0,0,1,0,0,0,0
7331,None,296.22,0.0,0.0,48,low,22,0,0,0,0,0,0,0,1,0,0,0,0
5271,None,279.525,0.0,0.0,0,very high,6,0,0,0,0,0,0,0,1,0,0,0,0
275,None,299.44,0.0,0.0,40,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
18148,None,279.0,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
14134,None,288.02,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
19076,None,296.91,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
37597,None,255.52,0.0,0.0,1,very low,7,0,0,0,0,0,0,0,1,0,0,0,0
6611,None,270.15,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
35469,None,284.94,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
30543,None,255.28,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
41604,None,272.82,0.0,0.0,75,high,10,0,0,0,0,0,0,0,1,0,0,0,0
3075,None,292.48,0.0,0.0,1,low,0,0,0,0,0,0,0,0,1,0,0,0,0
32654,None,297.77,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
7899,None,279.46,0.0,0.0,75,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
42100,None,288.38,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
41639,None,275.34,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
37146,None,259.36,0.0,0.0,90,medium,12,0,0,0,0,0,0,0,1,0,0,0,0
36461,None,278.19,0.0,0.0,75,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
12589,None,291.72,0.0,0.0,90,high,18,0,0,0,0,0,0,0,1,0,0,0,0
20154,None,273.36,0.0,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
25130,None,293.71,0.0,0.0,40,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
41441,None,271.15,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
1886,None,264.67,0.0,0.0,64,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
24921,None,275.81,0.0,0.0,90,high,17,0,0,0,0,0,0,0,1,0,0,0,0
6829,None,252.72,0.0,0.0,40,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
33197,None,284.0,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
38729,None,272.72,0.0,0.0,20,high,15,0,0,0,0,0,0,0,1,0,0,0,0
37376,None,292.473,0.0,0.0,64,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
4176,None,273.81,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
18620,None,291.09,1.02,0.0,90,low,6,0,0,0,0,0,0,0,1,0,0,0,0
2853,None,272.28,0.0,0.0,1,high,10,0,0,0,0,0,0,0,1,0,0,0,0
30727,None,271.34,0.0,0.0,90,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
16108,None,288.9,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
23837,None,287.37,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
14035,None,275.86,0.0,0.0,90,high,11,0,0,0,0,0,0,0,1,0,0,0,0
23136,None,291.6,0.0,0.0,40,high,10,0,0,0,0,0,0,0,1,0,0,0,0
25156,None,289.81,0.0,0.0,1,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
10346,None,274.02,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
31038,None,288.36,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
29915,None,268.79,0.0,0.0,1,high,6,0,0,0,0,0,0,0,1,0,0,0,0
27417,None,264.52,0.0,0.0,64,low,8,0,0,0,0,0,0,0,1,0,0,0,0
16352,None,284.65,0.0,0.0,90,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
26367,None,277.69,0.0,0.0,40,low,21,0,0,0,0,0,0,0,1,0,0,0,0
11884,None,281.79,0.0,0.0,90,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
26369,None,266.83,0.0,0.0,1,very low,5,0,0,0,0,0,0,0,1,0,0,0,0
9023,None,304.56,0.0,0.0,20,high,15,0,0,0,0,0,0,0,1,0,0,0,0
27546,None,279.42,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
39637,None,297.61,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
10236,None,286.48,0.25,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
34033,None,281.13,0.0,0.0,96,very low,6,0,0,0,0,0,0,0,1,0,0,0,0
34774,None,290.53,0.25,0.0,92,low,22,0,0,0,0,0,0,0,1,0,0,0,0
2453,None,276.69,0.0,0.0,1,very high,17,0,0,0,0,0,0,0,1,0,0,0,0
28670,None,291.92,0.51,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
4314,None,291.32,0.0,0.0,75,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
15051,None,279.01,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
18006,None,296.1,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
8076,None,282.08,0.0,0.0,75,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
24936,None,265.61,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
36385,None,267.49,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
36440,None,287.91,0.0,0.0,90,low,22,0,0,0,0,0,0,0,1,0,0,0,0
22266,None,261.44,0.0,0.0,40,low,5,0,0,0,0,0,0,0,1,0,0,0,0
24865,None,268.0,0.0,0.0,75,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
1910,None,288.32,0.0,0.0,20,high,9,0,0,0,0,0,0,0,1,0,0,0,0
26951,None,290.57,0.0,0.0,90,high,9,0,0,0,0,0,0,0,1,0,0,0,0
3515,None,252.63,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
33441,None,285.36,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
28390,None,271.29,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
5767,None,288.67,0.0,0.0,20,high,11,0,0,0,0,0,0,0,1,0,0,0,0
29658,None,278.07,1.69,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
13721,None,272.45,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
24969,None,289.23,0.0,0.0,1,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
39285,None,300.51,0.0,0.0,0,high,14,0,0,0,0,0,0,0,1,0,0,0,0
29805,None,273.9,0.32,0.0,90,high,10,0,0,0,0,0,0,0,1,0,0,0,0
20,None,251.51,0.0,0.0,1,very high,7,0,0,0,0,0,0,0,1,0,0,0,0
38295,None,284.15,0.0,0.0,90,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
28709,None,277.81,0.0,0.0,40,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
41731,None,294.54,0.54,0.0,40,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
30965,None,291.15,0.0,0.0,90,high,8,0,0,0,0,0,0,0,1,0,0,0,0
41834,None,274.53,0.25,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
32386,None,272.55,0.0,0.0,90,low,20,0,0,0,0,0,0,0,1,0,0,0,0
6942,None,268.59,0.0,0.0,75,low,7,0,0,0,0,0,0,0,1,0,0,0,0
21770,None,277.68,0.0,0.0,1,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
11565,None,271.01,0.0,0.0,1,low,5,0,0,0,0,0,0,0,1,0,0,0,0
33878,None,275.64,0.0,0.0,75,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
12752,None,266.65,0.0,0.0,90,high,12,0,0,0,0,0,0,0,1,0,0,0,0
29827,None,274.72,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
43060,None,292.96,0.0,0.0,90,very high,16,0,0,0,0,0,0,0,1,0,0,0,0
15946,None,294.79,0.0,0.0,92,medium,20,0,0,0,0,0,0,0,1,0,0,0,0
30264,None,294.48,0.0,0.0,40,high,10,0,0,0,0,0,0,0,1,0,0,0,0
32185,None,288.48,0.0,0.0,1,very low,23,0,0,0,0,0,0,0,1,0,0,0,0
30275,None,300.87,0.0,0.0,20,medium,11,0,0,0,0,0,0,0,1,0,0,0,0
7723,None,269.93,0.0,0.0,90,low,21,0,0,0,0,0,0,0,1,0,0,0,0
11346,None,273.72,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
1872,None,262.28,0.0,0.0,90,medium,15,0,0,0,0,0,0,0,1,0,0,0,0
39072,None,278.5,0.0,0.0,90,low,23,0,0,0,0,0,0,0,1,0,0,0,0
21832,None,291.65,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
13805,None,302.274,0.0,0.0,20,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
5278,None,286.69,0.0,0.0,1,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
12882,None,294.32,0.25,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
2682,None,306.76,0.0,0.0,1,high,14,0,0,0,0,0,0,0,1,0,0,0,0
32774,None,266.85,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
21517,None,279.62,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
3055,None,272.77,0.0,0.0,64,low,20,0,0,0,0,0,0,0,1,0,0,0,0
35915,None,290.12,0.0,0.0,44,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
31112,None,284.75,0.0,0.0,32,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
14883,None,276.29,0.0,0.0,90,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
863,None,288.957,0.0,0.0,24,very low,4,0,0,0,0,0,0,0,1,0,0,0,0
27830,None,296.51,0.0,0.0,1,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
12582,None,290.01,0.0,0.0,40,low,9,0,0,0,0,0,0,0,1,0,0,0,0
871,None,279.63,0.0,0.0,1,very low,3,0,0,0,0,0,0,0,1,0,0,0,0
9404,None,287.5,0.0,0.0,75,high,18,0,0,0,0,0,0,0,1,0,0,0,0
17892,None,270.56,0.0,0.0,90,very low,0,0,0,0,0,0,0,0,1,0,0,0,0
41368,None,274.07,0.0,0.0,90,very low,2,0,0,0,0,0,0,0,1,0,0,0,0
32895,None,291.05,0.0,0.0,20,low,22,0,0,0,0,0,0,0,1,0,0,0,0
32973,None,274.86,0.0,0.0,75,high,13,0,0,0,0,0,0,0,1,0,0,0,0
37082,None,286.03,0.0,0.0,1,high,12,0,0,0,0,0,0,0,1,0,0,0,0
22541,None,301.49,0.0,0.0,1,medium,19,0,0,0,0,0,0,0,1,0,0,0,0
22480,None,297.7,0.3,0.0,75,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
6928,None,263.14,0.0,0.0,1,low,18,0,0,0,0,0,0,0,1,0,0,0,0
14203,None,266.08,0.0,0.0,90,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
31318,None,294.72,0.0,0.0,20,low,8,0,0,0,0,0,0,0,1,0,0,0,0
20508,None,271.9,0.0,0.0,1,high,13,0,0,0,0,0,0,0,1,0,0,0,0
11630,None,295.06,0.0,0.0,75,medium,10,0,0,0,0,0,0,0,1,0,0,0,0
41242,None,271.11,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
7824,None,273.82,0.0,0.0,90,very high,8,0,0,0,0,0,0,0,1,0,0,0,0
43015,None,300.1,0.0,0.0,40,medium,18,0,0,0,0,0,0,0,1,0,0,0,0
2466,None,299.82,0.0,0.0,75,high,14,0,0,0,0,0,0,0,1,0,0,0,0
20600,Christmas Day,276.08,0.0,0.0,90,very low,0,1,0,0,0,0,0,0,0,0,0,0,0
25702,None,293.63,0.0,0.0,75,very low,1,0,0,0,0,0,0,0,1,0,0,0,0
8877,None,300.79,0.25,0.0,1,high,17,0,0,0,0,0,0,0,1,0,0,0,0
23487,None,289.72,0.0,0.0,1,medium,21,0,0,0,0,0,0,0,1,0,0,0,0
